review_text,statement,justification,label
"उन्‍होंने सभी किरदारों और उन्‍हें निभा रहे कलाकारों को अपनी तरह से खुलने का मौका दिया है। यही इस फिल्‍म की खूबसूरती है
",फिल्म दिलचस्प नहीं है,"Nothing about the overall interestingness of the film was given in the review, so the statement is not-given. The review only talks about the beauty of the film in relation to the oppotunity of the actors to freely play them.",not-given
"उन्‍होंने सभी किरदारों और उन्‍हें निभा रहे कलाकारों को अपनी तरह से खुलने का मौका दिया है। यही इस फिल्‍म की खूबसूरती है
",किरदारों के प्रति निर्देशक का नजरिया फ़िल्म में खूबसूरती लाता है,The statement is true because the review says the director allowed the characters to open up which brought beauty to the film.,TRUE
"उसी प्रकार की कृत्रिमता का एहसास 'जंजीर' देख कर हो सकता है
",इस फिल्म में ज़ंजीर मूवी की जलक नज़र आता ह। ,"The viewer does state that the movie's experience can be similar to the one while watching the movie ""Zanjeer""",TRUE
"उसी प्रकार की कृत्रिमता का एहसास 'जंजीर' देख कर हो सकता है
",जंजीर' को देखते समय उसमें उपस्थित कृत्रिमता बिल्कुल स्पष्ट रूप से दर्शकों को महसूस होती है।,"The viewer does state that while watching 'Zanjeer', the artificiality present in it is clearly felt by the viewers.",TRUE
"उसी प्रकार की कृत्रिमता का एहसास 'जंजीर' देख कर हो सकता है
",यह फिल्म बेहद यथार्थवादी है।,The user does not say that the movie is natural but the opposite,FALSE
"उसी प्रकार की कृत्रिमता का एहसास 'जंजीर' देख कर हो सकता है
","जंजीर' फिल्म एक तमिल फिल्म है।
",The viewer doesnot mention anything about the language of the movie,not-given
"ऐसी फिल्में कांसेप्ट और विषय के रूप में अच्छी और आकर्षक लगती हैं
",समान विषयों वाली फिल्में अनाकर्षक होती हैं और उनमें दृश्य आकर्षण का अभाव होता है,"The statement is contratry to the sentiment of the review, so the statement is false.",FALSE
"ऐसी फिल्में कांसेप्ट और विषय के रूप में अच्छी और आकर्षक लगती हैं
",समीक्षक ने फिल्म का आनंद लिया,The statement dosent really state if the audience enjoyed or disliked the movie hence the statement is not-given.,not-given
"ऐसी फिल्में कांसेप्ट और विषय के रूप में अच्छी और आकर्षक लगती हैं
",फिल्म एक आकर्षक अवधारणा और विषय वस्तु को दर्शाती है,"The statement aligns with the sentiment of the review, so the statement is true.",TRUE
"ऐसी फिल्में कांसेप्ट और विषय के रूप में अच्छी और आकर्षक लगती हैं
",आकर्षक अवधारणा और विषय वस्तु के बावजूद फिल्म में सार की कमी है,"The statement dosen't really provide any indication that the film lack substance, focusing just on visual appeal.",FALSE
"कलाकारों के कपड़ों से लेकर पृष्ठभूमि की प्रापर्टी तक में यह कंटीन्यूटी बनी रहती 
","इस फिल्म में कपड़ों से लेकर पृष्ठभूमि तक, हर चीज़ में सुसंगतता देखी जा सकती है, जो दृश्यों को और भी वास्तविक बनाती है।
","The user does mention that In this film, consistency can be seen in everything from costumes to background.",TRUE
"कलाकारों के कपड़ों से लेकर पृष्ठभूमि की प्रापर्टी तक में यह कंटीन्यूटी बनी रहती 
",इस फिल्म की कॉन्टिनुइटी बहुत अच्छा है। ,The viewer does say that the consistency in this film is being maintained properly,TRUE
"कलाकारों के कपड़ों से लेकर पृष्ठभूमि की प्रापर्टी तक में यह कंटीन्यूटी बनी रहती 
","फिल्म में कपड़ों और पृष्ठभूमि में बिलकुल भी संगति नहीं है
",The viewer does not say that there is no consistency in costumes and background in the film but says the opposite,FALSE
"कलाकारों के कपड़ों से लेकर पृष्ठभूमि की प्रापर्टी तक में यह कंटीन्यूटी बनी रहती 
",इस फिल्म को इंग्लिश में भी डब किया गया है।,There is no reference to the movie being dubbed in english in the statement,not-given
"कहानी की दृश्‍यात्‍मक अभिव्‍यंजना श्रेष्‍ठ और अतुलनीय है
",कहानी की दृश्य अभिव्यक्ति अन्य फिल्मों की तुलना में कमजोर और घटिया है,"The statement is contratry to the sentiment of the review, so the statement is false.",FALSE
"कहानी की दृश्‍यात्‍मक अभिव्‍यंजना श्रेष्‍ठ और अतुलनीय है
",कहानी की दृश्य अभिव्यक्ति औसत है और अन्य फिल्मों से तुलनीय है,"The statement is contratry to the sentiment of the review, since the review depicts the visual expression to be exquisite but not average.",FALSE
"कहानी की दृश्‍यात्‍मक अभिव्‍यंजना श्रेष्‍ठ और अतुलनीय है
",कहानी की दृश्य अभिव्यक्ति असाधारण है और अन्य फिल्मों से अलग है,"The statement aligns with the sentiment of the review, so the statement is true.",TRUE
"कहानी की दृश्‍यात्‍मक अभिव्‍यंजना श्रेष्‍ठ और अतुलनीय है
",कहानी की दृश्य अभिव्यक्ति घटिया है और प्रभावित करने में विफल रहती है,"The statement is contratry to the sentiment of the review, since the review depicts the visual expression to be exquisite but not of low quality.",FALSE
"कहानी बड़ी होशियारी से अपनी अपील को बच्चों के मिजाज से उड़ान भरते हुए युवा व परिपक्‍व सोच-अप्रोच का विस्तार प्रदान करती है
",फिल्म स्लाइस ऑफ लाइफ जॉनर की है,The review doesn't establish which genre the movie belongs to explicitly.,not-given
"कहानी बड़ी होशियारी से अपनी अपील को बच्चों के मिजाज से उड़ान भरते हुए युवा व परिपक्‍व सोच-अप्रोच का विस्तार प्रदान करती है
",यह फिल्म एक बच्चे के किशोर बनने की भावनाओं को समझाती है,Nothing about a child becoming a teenager was mentioned.,FALSE
"कहानी बड़ी होशियारी से अपनी अपील को बच्चों के मिजाज से उड़ान भरते हुए युवा व परिपक्‍व सोच-अप्रोच का विस्तार प्रदान करती है
",फिल्म में बचकानी भावनाओं का युवा स्वरूप दिखाया गया है,The review says the story cleverly adapts a child's temperment to youthful and mature outlook.,TRUE
"कहानी बड़ी होशियारी से अपनी अपील को बच्चों के मिजाज से उड़ान भरते हुए युवा व परिपक्‍व सोच-अप्रोच का विस्तार प्रदान करती है
",फिल्म केवल बच्चों के लिए है,The review doesn't mention anything about who the target audience for the film are.,not-given
"का एक जबरदस्त आकर्षण चुलबुल (ऋषि कपूर) और बुलबुल (नीतू सिंह) की जोड़ी है
 फिल्म के ग्रेस मा‌र्क्स हैं
","दर्शक को लगता है की चुलबुल और बुलबुल की जोड़ी फिल्म को एक अलग चमक देती है।
",The user does feel that the pair of Chulbul and Bulbul adds a unique charm to the film.,TRUE
"का एक जबरदस्त आकर्षण चुलबुल (ऋषि कपूर) और बुलबुल (नीतू सिंह) की जोड़ी है
 फिल्म के ग्रेस मा‌र्क्स हैं
","उपयोगकर्ता को लगता है की चुलबुल और बुलबुल की जोड़ी फिल्म में कोई खास असर नहीं डालती।
","The user does fees that the pair of Chulbul and Bulbul make any significant impact in the film which is the opposite of this statement
",FALSE
"का एक जबरदस्त आकर्षण चुलबुल (ऋषि कपूर) और बुलबुल (नीतू सिंह) की जोड़ी है
 फिल्म के ग्रेस मा‌र्क्स हैं
",उपयोगकर्ता को लगता है की चुलबुल और बुलबुल की कहानी में नए ट्विस्ट हैं। ,"The user does not state anything about twists in the story,",not-given
"का एक जबरदस्त आकर्षण चुलबुल (ऋषि कपूर) और बुलबुल (नीतू सिंह) की जोड़ी है
 फिल्म के ग्रेस मा‌र्क्स हैं
","दर्शक को लगता है की ऋषि कपूर और नीतू सिंह की जोड़ी ने फिल्म को खास बना दिया है, वे फिल्म के स्टार आकर्षण हैं।",The user feels that Rishi Kapoor and Neetu Singh's pairing has made the film special and they are the star attraction of the movie,TRUE
"कुछ ही दृश्यों में इमरान खान की मेहनत सफल होती दिखती है
","इमरान खान की मेहनत कुछ दृश्यों में स्पष्ट रूप से दिखती है।",The user does say that Imran Khan's hard work is clearly visible in some scenes. ,TRUE
"कुछ ही दृश्यों में इमरान खान की मेहनत सफल होती दिखती है
",इमरान खान की मेहनत कहीं भी सफल नहीं होती।,The user does not say that Imran Khan's hard work never pays off but the opposite,FALSE
"कुछ ही दृश्यों में इमरान खान की मेहनत सफल होती दिखती है
",इस फिल्म में करीना कपूर ने हीरोइन की किरदार निभाई ह। ,The user does not say anything about the actress of the film,not-given
"कुछ ही दृश्यों में इमरान खान की मेहनत सफल होती दिखती है
",इमरान हाश्मी इस फिल्म के हीरो है।,The name of the hero of the Film is not mentioned in the sentence,not-given
"कैमरे के सामने उनका गहन आत्मविश्वास मुखर रहता है
",उपयोगकर्ता को लगता है की उनका आत्मविश्वास कैमरे के सामने ठीक नजर आता है।,The user does state that his confidence before camera can be clearly witnessed ,TRUE
"कैमरे के सामने उनका गहन आत्मविश्वास मुखर रहता है
",दर्शक को लगता है की कैमरे के सामने वे आत्मविश्वास में कमी दिखाते हैं।,the user sates that his confidence is being witnessed in front of the camera which is the complete opposite to this statement,FALSE
"कैमरे के सामने उनका गहन आत्मविश्वास मुखर रहता है
","उपयोगकर्ता को लगता है की उनकी अभिनय प्रतिभा का काफी विकास हुआ है।
",the user doesnot atate anything about the improvement in his acting,not-given
"कैमरे के सामने उनका गहन आत्मविश्वास मुखर रहता है
",वे कैमरे के सामने बहुत आत्मविश्वासी नजर आते हैं।,The user does state that he looks confident infront of the camera,TRUE
"क्लाइमेक्स भी बेवजह खींचा गया महसूस होता है। 
",क्लाइमेक्स ज़रूरत से ज़्यादा ही लंबा है,The review states that the climax feels prolonged without any reason.,TRUE
"क्लाइमेक्स भी बेवजह खींचा गया महसूस होता है। 
",क्लाइमेक्स में काफ़ी इंटरेस्टिंग सस्पेंस था जिसकी वजह से दर्शक काफ़ी उत्सुक थे,"To the contrary of what the statement is saying, the review says that the climax feels unnecesarily prolonged, meaning the audience could not have been excited.",FALSE
"क्लाइमेक्स भी बेवजह खींचा गया महसूस होता है। 
",क्लाइमेक्स काफ़ी बोरिंग है,"Since the review says the climax feels unnecesarily prolonged, it is only natural that one would be bored by it.",TRUE
"क्लाइमेक्स भी बेवजह खींचा गया महसूस होता है। 
",क्लाइमेक्स स्टोरी के अलग-अलग हिस्सों को मिलाकर बनाया है,Nothing about what elements are involved in the climax is written in the review.,not-given
"खास कर जू जू और माटिन बेहद नैचुरल और दिलचस्‍प हैं
",जू जू और माटिन के किरदार दिलचस्प हैं,"The review says the same, so the statement is true.",TRUE
"खास कर जू जू और माटिन बेहद नैचुरल और दिलचस्‍प हैं
",फ़िल्म में केवल जूजू और माटिन  दिलशाद के दिलचस्प किरदार हैं,"Nothing about other characters was mentioned in the review, so this cannot be inferred. Neither did the review spcifically mention that only these two were interesting characters. So the statement is not-given.",not-given
"खास कर जू जू और माटिन बेहद नैचुरल और दिलचस्‍प हैं
",जूजू और माटिन  ऐसे पात्र हैं जो केवल नैचुरल और दिलचस्प हैं,"The review says they are natural and interesting but it doesn't if they are only natural and interesting, so the statement is not-given.",not-given
"खास कर जू जू और माटिन बेहद नैचुरल और दिलचस्‍प हैं
",माटिन  जू जू के साथ-साथ एक स्वाभाविक और आकर्षक अभिनेता हैं,"The review doesn't say whether the characters are charming as well, so the statement is not-given.",not-given
"गानों के बोल और सीन के फिल्माने में उपयुक्त गहराई झलकती है
",फिल्म का संगीत और गीत फिल्म को और दिलचस्प बनाते हैं,Nothing about the aspect of interestingness was mentioned in the review. It only talked about the depth reflected in the movie. So the statement is not-given.,not-given
"गानों के बोल और सीन के फिल्माने में उपयुक्त गहराई झलकती है
",केवल फिल्म का संगीत और कैमरा वर्क सराहनीय है,Nothing about only those two aspects being the commendable works in the film were mentioned.,FALSE
"गानों के बोल और सीन के फिल्माने में उपयुक्त गहराई झलकती है
",फिल्म में सिर्फ कैमरावर्क अच्छा है,"The review says that along with camera work, music was also good. So the statement is false.",FALSE
"गानों के बोल और सीन के फिल्माने में उपयुक्त गहराई झलकती है
",संगीतकार और कैमरामैन ने फिल्म में बहुत अच्छा काम किया है,"Nothing about the quality of the work of the people involved in making the movie was given explicitly in the review, so the statement is not-given.",not-given
"गुड्डी के रूप में एक पतिव्रता नारी को तन्‍वी आजमी ने बखूबी चित्रित किया है
",तन्वी आजमी गुड्डी के किरदार के लिए अच्छी थी।,"Since the review says that Tanvi Azmi has brilliantly portrayed the character of Guddu, it is a fair inference to make that she was good for the character of Guddu.",TRUE
"गुड्डी के रूप में एक पतिव्रता नारी को तन्‍वी आजमी ने बखूबी चित्रित किया है
",गुड्डी एक किरदार है जिसे मर्दों से दबने से नफ़रत है,Nothing about the traits of the character Guddu is mentioned. So the statement is not-given.,not-given
"गुड्डी के रूप में एक पतिव्रता नारी को तन्‍वी आजमी ने बखूबी चित्रित किया है
",गुड्डी एक वफादार औरत है और वह एक पतिव्रता का प्रतीक है,Nothing about the traits of the character Guddu is mentioned. So the statement is not-given.,not-given
"गुड्डी के रूप में एक पतिव्रता नारी को तन्‍वी आजमी ने बखूबी चित्रित किया है
",तन्वी आज़मी ने एक बिजनेसवुमन की भूमिका बखूबी निभाई,"According to the review, Tanvi played the role of a wife. So it is false that she played the role of a businesswoman.",FALSE
"छोटे शहरों के लोगों की भोलेपन और मासूमियत को बखूबी उकेरा है
",फिल्म छोटे शहर के लोगों की मासूमियत को अच्छे तरीके से पेश करती है।,The review says that the clean-hearted nature and innocence of small town people was beautifully portrayed. So the statement is true.,TRUE
"छोटे शहरों के लोगों की भोलेपन और मासूमियत को बखूबी उकेरा है
",छोटे शहर के लोग मासूम नहीं होते,"As per the review, the movie succeed in portraying the innocence of small town people, which means even if not all, most people of small towns could be innocent.",FALSE
"छोटे शहरों के लोगों की भोलेपन और मासूमियत को बखूबी उकेरा है
",छोटे शहर के लोग मासूम होते हैं,"As per the review, the movie succeed in portraying the innocence of small town people, which means even if not all, most people of small towns could be innocent.",TRUE
"छोटे शहरों के लोगों की भोलेपन और मासूमियत को बखूबी उकेरा है
",फिल्म छोटे शहर के लोगों की मासूमियत को दर्शाती है,"As per the review, the movie succeed in portraying the innocence of small town people.",TRUE
"जुगनू की भूमिका में लोग उनके हुनर के नए पहलू से वाकिफ होंगे
",जुगनू की भूमिका पहले से अज्ञात प्रतिभा को दर्शाती है,"The review says the same, so the statement is true.",TRUE
"जुगनू की भूमिका में लोग उनके हुनर के नए पहलू से वाकिफ होंगे
",जुगनू की परफॉर्मेंस से दर्शक निराश होंगे,"A new talent that is previously unknown will be known according to the review. This has a positive connotation in general, so the statement is highly likely to be false.",FALSE
"जुगनू की भूमिका में लोग उनके हुनर के नए पहलू से वाकिफ होंगे
",जुगनू की प्रतिभा हमेशा से अच्छी रही है,"Jugnu is a character in the film and nothing about jugnu's talents was given, so the statement is not-given.",not-given
"जुगनू की भूमिका में लोग उनके हुनर के नए पहलू से वाकिफ होंगे
",जुगनू का किरदार उनकी प्रतिभा के एक नए रूप को दिखाता है,"The statement aligns with the review, so the statement is true.",TRUE
"जॉन अब्राहम ने किरदार की अपेक्षाओं पर खरा उतरने की कोशिश की है
","जॉन अब्राहम ने अपने किरदार को निभाने के लिए पूरी मेहनत की है।
",The viewer does state that John Abraham has put in a lot of effort to portray his character. ,TRUE
"जॉन अब्राहम ने किरदार की अपेक्षाओं पर खरा उतरने की कोशिश की है
",जॉन अब्राहम ने किरदार की अपेक्षाओं पर खरा उतरने का कोई प्रयास नहीं किया है। ,The viewer talks about the effort put in by John but this statement is the complete opposite ,FALSE
"जॉन अब्राहम ने किरदार की अपेक्षाओं पर खरा उतरने की कोशिश की है
",जॉन अब्राहम ने इस फिल्म में एक पुलिस अफसर का किरदार निभाया है। ,There is nothing mentioned in the statement about the role played by John Abraham,not-given
"जॉन अब्राहम ने किरदार की अपेक्षाओं पर खरा उतरने की कोशिश की है
",जॉन अब्राहम को इस फिल्म के लिए कई पुरस्कार मिले हैं। ,There is nothing mentioned about John Abraham receiving awards for this film.,not-given
"टिफिन खोलते और व्यंजनों की सूंघते-छूते समय इरफान के चेहरे पर संचरित भाव अंतस की खुशी जाहिर करता है
","टिफिन खोलते समय इरफान के चेहरे पर उभरते भाव दर्शकों को उनकी खुशी का एहसास कराते हैं।
",The viewer does say that the expressions on Irrfan's face while opening the tiffin convey his joy to the audience.,TRUE
"टिफिन खोलते और व्यंजनों की सूंघते-छूते समय इरफान के चेहरे पर संचरित भाव अंतस की खुशी जाहिर करता है
","इस फिल्म में इरफान टिफिन से व्यंजनों को सूंघते और छूते है।  
",The viewer does mention that Irrfan smells and touches the dishes from the tiffin.,TRUE
"टिफिन खोलते और व्यंजनों की सूंघते-छूते समय इरफान के चेहरे पर संचरित भाव अंतस की खुशी जाहिर करता है
","इरफान के चेहरे पर व्यंजनों को सूंघते और छूते समय कोई भी भाव नहीं दिखाई देता है।
",The viewer states that there were a lot of expression visible on Irrfan's face while smelling and touching the dishes. Which is the opposite to this statement.,FALSE
"टिफिन खोलते और व्यंजनों की सूंघते-छूते समय इरफान के चेहरे पर संचरित भाव अंतस की खुशी जाहिर करता है
",इस दृश्य के लिए इरफान को विशेष रूप से रसोई कला की ट्रेनिंग दी गई थी। ,The viewer does not mention anything about Irrfan being specifically given culinary training for this scene.,not-given
"थ्रिलर और कॉमेडी को संतुलित करते हुए बीच की राह पकड़ी गई हैं
",थ्रिलर तत्व कॉमेडी पर हावी हो जाते हैं,"The review says there's a balance between the elements of thrill and comedy, so the statement is false.",FALSE
"थ्रिलर और कॉमेडी को संतुलित करते हुए बीच की राह पकड़ी गई हैं
",थ्रिलर और कॉमेडी के बीच संतुलन अच्छी तरह से निभाया गया है,"The statement aligns with the review, so the statement is true.",TRUE
"थ्रिलर और कॉमेडी को संतुलित करते हुए बीच की राह पकड़ी गई हैं
",थ्रिलर की बजाय कॉमेडी पर ज्यादा जोर दिया जा रहा है,"The review says there's a balance between the elements of thrill and comedy, so the statement is false.",FALSE
"थ्रिलर और कॉमेडी को संतुलित करते हुए बीच की राह पकड़ी गई हैं
",थ्रिलर तत्व हास्य तत्वों पर भारी पड़ते हैं,"The review says there's a balance between the elements of thrill and comedy, so the statement is false.",FALSE
"देवकी व डीके के रोल में उन दोनों का काम सराहनीय है
",देविकी और डीके की भूमिका निभाने में अभिनेताओं ने अच्छा काम किया,"The review states that the actors did a commendable job at portraying the characters, so the statement is true. ",TRUE
"देवकी व डीके के रोल में उन दोनों का काम सराहनीय है
",देविकी और डीके के किरदार दिलचस्प हैं,"It is only mentioned that the actors did a good job at portraying the characters but nothing is said about the nature of the characters themselves in the review, so the statement is not-given.",not-given
"देवकी व डीके के रोल में उन दोनों का काम सराहनीय है
",देवकी और डीके का किरदार निभाने वाले कलाकार बहुत अच्छे कलाकार हैं,"Nothing about the general reputation of the actors playing the characters Devaki and DK was mentioned, so the statement is not-given.",not-given
"देवकी व डीके के रोल में उन दोनों का काम सराहनीय है
",फिल्म में देवकी और डीके ही अच्छे किरदार हैं,"The review doesn't specify anything about other characters in relation to the characters Devaki and DK, so the statement is not-given.",not-given
"निर्देशक अक्षय राय ने बंगाल की पृष्ठभूमि को अच्छी तरह रचा है
",निर्देशक द्वारा बंगाल की पृष्ठभूमि का चित्रण गलत या ख़राब तरीके से किया गया है,"The statement is contratry to the sentiment of the review, so the statement is false.",FALSE
"निर्देशक अक्षय राय ने बंगाल की पृष्ठभूमि को अच्छी तरह रचा है
",निर्देशक अक्षय राय ने फिल्म की पृष्ठभूमि में बंगाल के सार को प्रभावी ढंग से चित्रित किया है,"The statement aligns with the sentiment of the review, so the statement is true.",TRUE
"निर्देशक अक्षय राय ने बंगाल की पृष्ठभूमि को अच्छी तरह रचा है
",निर्देशक अक्षय राय के प्रयासों के बावजूद फिल्म में बंगाल की पृष्ठभूमि उल्लेखनीय नहीं है,"The statement is contratry to the sentiment of the review, so the statement is false.",FALSE
"निर्देशक अक्षय राय ने बंगाल की पृष्ठभूमि को अच्छी तरह रचा है
",निर्देशक के काम के कारण फिल्म सफल है,The review doesn't describe the impact of the directors's efforts on the overall experience of the film.,not-given
"निर्देशक की अपारंपरिक कास्टिंग से फिल्म की विश्वसनीयता बढ़ गई है
","निर्देशक की अपारंपरिक कास्टिंग ने फिल्म को और अधिक रोचक बना दिया है।
",The user does say that the director's unconventional casting has made the film more credible and interesting.,TRUE
"निर्देशक की अपारंपरिक कास्टिंग से फिल्म की विश्वसनीयता बढ़ गई है
",इस फिल्म में कास्टिंग की चॉइस निर्देशक की थी ।,The user does mention that the casting was the directors choice ,TRUE
"निर्देशक की अपारंपरिक कास्टिंग से फिल्म की विश्वसनीयता बढ़ गई है
","निर्देशक की अपारंपरिक कास्टिंग के कारण फिल्म की विश्वसनीयता पर बुरा प्रभाव पड़ा है।
",The user does not say the director's unconventional casting has negatively impacted the film's credibility but the opposite.,FALSE
"निर्देशक की अपारंपरिक कास्टिंग से फिल्म की विश्वसनीयता बढ़ गई है
","निर्देशक की इस कास्टिंग विधि के लिए उन्हें कई पुरस्कार मिले हैं।
",The viewer does not mention anything about the director has receiving any awards.,not-given
"निर्देशक रवि उदयवार प्रभावी सीन गढ़ने में खासे सफल रहे हैं
",निर्देशक उदयवर फिल्म में अच्छे दृश्य बनाते हैं,"According the the review, the director has been successful in creating effective scenes. So it is true that effective scenes are associated with being good scenes. ",TRUE
"निर्देशक रवि उदयवार प्रभावी सीन गढ़ने में खासे सफल रहे हैं
",फिल्म का निर्देशन अच्छा है,"Since the review says the film's scenes were effective and that the director was successful in making them effective, it can be safely inferred that the direction of the film was good.",TRUE
"निर्देशक रवि उदयवार प्रभावी सीन गढ़ने में खासे सफल रहे हैं
",फिल्म में कोई अच्छे दृश्य नहीं हैं,This goes totally against what the review says about the direction. So it is a false statement.,FALSE
"निर्देशक रवि उदयवार प्रभावी सीन गढ़ने में खासे सफल रहे हैं
",निर्देशक रवि उदयवर के काम के कारण फिल्म सफल है,"It is only mentioned that the director was successful in creating effective scenes. While it may be one of the factors of success for the film, the work of other teams could have played an equal role and nothing about that is mentioned in the review or nothing is directly said that it is because of the director's work that the movie succeeded. So the statement is not-given.",not-given
"निस्संदेह परिणीति चोपड़ा और आयुष्मालन खुराना दोनों ने बेहतरीन अभिनय किया हैं
",न तो परिणीति चोपड़ा और न ही आयुष्मान खुराना का अभिनय सराहनीय है,"The statement is contratry to the sentiment of the review, so the statement is false.",FALSE
"निस्संदेह परिणीति चोपड़ा और आयुष्मालन खुराना दोनों ने बेहतरीन अभिनय किया हैं
","एक अभिनेता उत्कृष्ट प्रदर्शन करता है, जबकि दूसरे के प्रदर्शन में कमी है",The statement is false because the review doesnot differentiate between the efforts of the actors and gives credit to both the actors equally.,FALSE
"निस्संदेह परिणीति चोपड़ा और आयुष्मालन खुराना दोनों ने बेहतरीन अभिनय किया हैं
",परिणीति चोपड़ा और आयुष्मान खुराना दोनों अपनी-अपनी भूमिकाओं में उत्कृष्ट हैं,"The statement aligns with the sentiment of the review, so the statement is true.",TRUE
"निस्संदेह परिणीति चोपड़ा और आयुष्मालन खुराना दोनों ने बेहतरीन अभिनय किया हैं
",दोनों कलाकारों के अभिनय की वजह से फिल्म सफल रही,The review doesn't describe the impact of the actor's efforts on the overall experience of the film.,not-given
"फराज हैदर का विचार प्रशंसनीय है फिल्म गाने ही
","उपयोगकर्ता को लगता है की फराज हैदर के विचारों की तारीफ करनी चाहिए, बढ़िया सोच लिए हैं फिल्म के गीतों में
","The user does state that Faraz Haider's thoughts are commendable, and he has incorporated great ideas into the film's songs.",TRUE
"फराज हैदर का विचार प्रशंसनीय है फिल्म गाने ही
","उपयोगकर्ता को लगता है की फराज हैदर के विचार बिल्कुल भी प्रभावित नहीं करते, गाने तो बिलकुल ही बकवास हैं
","The user doesnot state Faraz Haider's ideas don't impress at all, the songs are just terrible and states the opposite",FALSE
"फराज हैदर का विचार प्रशंसनीय है फिल्म गाने ही
","दर्शक को लगता है की फराज हैदर की फिल्म में कॉस्ट्यूम्स का काम लाजवाब है
","The viewer doesnot state anything about the costume work in Faraz Haider's film,",not-given
"फराज हैदर का विचार प्रशंसनीय है फिल्म गाने ही
","दर्शक को लगता है की फराज हैदर का विचार निराशाजनक है, फिल्म ने मन नहीं भाया।",The user states that Faraz Haider's idea is nice and appealing to hime which is the opposite of this statement.),FALSE